"","temp","atemp","hum","windspeed","registered","casual","cnt","season"
"20",3.00283451916456e-05,2.92689924259812e-05,6.17779435391324e-05,2.24815239843929e-05,0.211613495524443,0.00952490245581822,1927,1
"21",2.03695203121414e-05,1.81125774615561e-05,5.24538673399128e-05,4.05372963047969e-05,0.168464539820978,0.00860683956851044,1543,1
"22",6.785678218958e-06,9.07385815928391e-06,4.5903144365389e-05,1.97349093412899e-05,0.101904980491164,0.0106724810649529,981,1
"23",1.10766238237319e-05,1.13425636906128e-05,5.00943309616709e-05,2.82992885012623e-05,0.0959375717236631,0.0172136791370209,986,1
"24",1.11764172595823e-05,1.35333945375258e-05,5.64309157677301e-05,1.81696121184301e-05,0.152627955014919,0.00986917603855864,1416,1
"25",2.5645857241221e-05,2.69137020885931e-05,7.08006655955933e-05,1.48951113151251e-05,0.206449391783337,0.0213449621299059,1985,1
"26",2.49598347486803e-05,2.3364700481983e-05,9.89786550378701e-05,3.37215974294239e-05,0.0541657103511591,0.00390176727105807,506,1
"27",2.23777828781272e-05,2.52123020426899e-05,7.88960293780124e-05,1.3063690612807e-05,0.0477392701400046,0.00172136791370209,431,1
"28",2.33507000229516e-05,2.5627381225614e-05,9.1007918292403e-05,1.41496442506312e-05,0.129561624971311,0.00436079871471196,1167,1
"29",2.25524443424375e-05,2.43431260041313e-05,7.47921735138857e-05,1.66817764516869e-05,0.111888914390636,0.0141152168923571,1098,1
"30",2.48476015607069e-05,2.87264172595823e-05,8.28751434473261e-05,8.49008492081708e-06,0.10970851503328,0.0160661005278862,1096,1
"31",2.0752008262566e-05,2.13736515951343e-05,6.92850585265091e-05,2.14817535001148e-05,0.167431719072756,0.00481983015836585,1501,1
"32",2.20534771631857e-05,2.69141611200367e-05,9.51991048886849e-05,6.10661005278862e-06,0.150677071379389,0.00539361946293321,1360,1
"33",2.98370438375029e-05,2.9196350700023e-05,8.89851962359422e-05,3.03314207023181e-05,0.166857929768189,0.00826256598577003,1526,1
"34",2.14547854028001e-05,2.04128987835667e-05,5.0243975212302e-05,3.18742253844388e-05,0.170874454900161,0.00700022951572183,1550,1
"35",2.42487950424604e-05,2.6232155152628e-05,6.71582510901997e-05,1.46705301813174e-05,0.185907734679826,0.0100986917603856,1708,1
"36",2.67767959605233e-05,2.78928161579068e-05,0.000106629217351389,1.84850814780813e-05,0.103855864126693,0.0114757860913473,1005,1
"37",3.28015836584806e-05,3.34715400504935e-05,6.52206793665366e-05,1.62726646775304e-05,0.145627725499197,0.0406242827633693,1623,1
"38",3.11759238007804e-05,3.48471425292633e-05,8.47295157218269e-05,5.21095937571724e-06,0.182694514574248,0.0137709433096167,1712,1
"39",2.53423226991049e-05,2.27502868946523e-05,6.17302042689924e-05,4.15366077576314e-05,0.168235024099151,0.00734450309846224,1530,1
"40",1.54674087675006e-05,1.65576084461786e-05,5.67802386963507e-05,2.16707596970392e-05,0.178104200137709,0.00608216662841405,1605,1
"41",1.65650677071379e-05,1.7161808583888e-05,5.01940555428047e-05,2.54687858618315e-05,0.171103970621988,0.00539361946293321,1538,1
"42",2.16996786779894e-05,2.45018361257746e-05,5.81092494835896e-05,1.24569658021574e-05,0.183268303878816,0.0170989212761074,1746,1
"43",2.55336240532476e-05,2.67333027312371e-05,6.24474408997016e-05,2.33379619003902e-05,0.135873307321552,0.0330502639430801,1472,1
"44",3.63233876520542e-05,3.71945145742483e-05,5.24892127610741e-05,2.99383750286895e-05,0.136791370208859,0.0455588707826486,1589,1
"45",4.76245122790911e-05,4.57137938948818e-05,4.31297911406931e-05,4.79582281386275e-05,0.195662152857471,0.0238696350700023,1913,1
"46",3.05355749368832e-05,2.91799403259123e-05,3.60739040624283e-05,3.34374569658022e-05,0.192219417030067,0.0160661005278862,1815,1
"47",3.65229515721827e-05,3.628643562084e-05,4.85974294239155e-05,2.88949965572642e-05,0.217695662152857,0.025017213679137,2115,1
"48",5.00152627955015e-05,4.91918751434473e-05,5.79527197613036e-05,2.64062428276337e-05,0.254303419784255,0.0297222859765894,2475,1
"49",5.98653890291485e-05,5.87540739040624e-05,5.92915997245811e-05,3.04022263025017e-05,0.269451457424834,0.0664448014689006,2927,1
"50",4.58075510672481e-05,4.49166857929768e-05,2.1564952949277e-05,5.82353683727335e-05,0.12657792058756,0.0610511820059674,1635,1
"51",3.27308928161579e-05,3.18257975671334e-05,4.68012393848979e-05,2.5617971081019e-05,0.134610970851503,0.073330273123709,1812,1
"52",3.48098462244664e-05,3.25998393389947e-05,6.94285058526509e-05,3.53277484507689e-05,0.104659169153087,0.0223777828781272,1107,1
"53",2.09114069313748e-05,2.1348749139316e-05,6.63045673628644e-05,2.24561624971311e-05,0.157906816616938,0.00849208170759697,1450,1
"54",2.54462933210925e-05,2.81979573100757e-05,4.85475097544182e-05,1.08002065641496e-05,0.204039476704154,0.0159513426669727,1917,1
"55",3.392839109479e-05,3.3186940555428e-05,8.00310993803076e-05,2.87463851273812e-05,0.195891668579298,0.0114757860913473,1807,1
"56",4.18117971081019e-05,4.02181546935965e-05,8.17275648381914e-05,3.97680743630939e-05,0.153890291484967,0.0137709433096167,1461,1
"57",3.2419095708056e-05,3.23837502868946e-05,6.17302042689924e-05,2.14104888684875e-05,0.177300895111315,0.0486573330273124,1969,1
"58",3.94168005508377e-05,4.02925177874684e-05,7.80353454211614e-05,1.43731925636906e-05,0.196006426440211,0.07964195547395,2402,1
"59",4.67377782878127e-05,4.59166857929768e-05,0.000100569658021574,3.32437456965802e-05,0.15664448014689,0.00929538673399128,1446,1
"60",3.0602134496213e-05,3.02821895799862e-05,6.13954555887078e-05,2.48364700481983e-05,0.196694973605692,0.0157218269451457,1851,1
"61",3.84438834060133e-05,3.67306633004361e-05,5.15931833830617e-05,3.5326256598577e-05,0.218384209318338,0.0265090658710122,2134,1
"62",2.27602708285518e-05,2.2966834978196e-05,3.65312141381685e-05,2.59070461326601e-05,0.179251778746844,0.0141152168923571,1685,1
"63",3.00283451916456e-05,2.93411751204958e-05,7.00501491852192e-05,2.3335551985311e-05,0.198531099380308,0.0245581822354831,1944,1
"64",4.4086183153546e-05,4.34678677989442e-05,9.05631168235024e-05,2.89041771861373e-05,0.16490704613266,0.0734450309846224,2077,1
"65",4.32088593068625e-05,4.20302960752812e-05,0.00010882040394767,3.93948817994033e-05,0.056346109708515,0.0130823961441359,605,1
"66",3.00366077576314e-05,2.73652742712876e-05,6.32664677530411e-05,3.91728253385357e-05,0.186825797567133,0.0280009180628873,1872,1
"67",3.35666743171907e-05,3.47027771402341e-05,4.82938948817994e-05,1.38455359192105e-05,0.20851503327978,0.0362634840486573,2133,1
"68",3.39491622676153e-05,3.28905210006885e-05,8.89851962359422e-05,2.5263943080101e-05,0.195088363552903,0.0219187514344733,1891,1
"69",4.4651250860684e-05,4.42584347027771e-05,0,3.00524443424375e-05,0.0662152857470737,0.00527886160201974,623,1
"70",3.63233876520542e-05,3.50011475786091e-05,7.45426899242598e-05,2.67351388570117e-05,0.198531099380308,0.0283451916456277,1977,1
"71",3.7774500803305e-05,3.73823731925637e-05,6.82330732155153e-05,2.53356667431719e-05,0.161579068166169,0.0830846913013541,2132,1
"72",4.41069543263714e-05,4.36184301124627e-05,6.05222630250172e-05,3.10539361946293e-05,0.164677530410833,0.11269221941703,2417,1
"73",3.73212072526968e-05,3.80996098232729e-05,5.70297222859766e-05,1.57133348634381e-05,0.193596511361028,0.0411980720679367,2046,1
"74",3.6423112233188e-05,3.65134266697269e-05,7.52412210236401e-05,2.11509065871012e-05,0.202777140234106,0.0331650218039936,2056,1
"75",4.19115216892357e-05,4.21081019049805e-05,8.91120036722516e-05,2.33092724351618e-05,0.214711957769107,0.0368372733532247,2192,1
"76",4.76245122790911e-05,4.70889373422079e-05,6.91894652283681e-05,2.40508377323847e-05,0.266238237319256,0.0486573330273124,2744,1
"77",6.19692448932752e-05,6.04784255221483e-05,6.02727794353913e-05,2.65110167546477e-05,0.270254762451228,0.10144594904751,3239,1
"78",5.42230892816158e-05,5.35374110626578e-05,4.35123938489787e-05,4.22500573789305e-05,0.194285058526509,0.163415193940785,3117,1
"79",3.81569887537296e-05,3.73823731925637e-05,5.43665366077576e-05,2.38376176268074e-05,0.163415193940785,0.120151480376406,2471,1
"80",4.93957998622906e-05,4.70203121413817e-05,8.46214138168465e-05,3.31401193481753e-05,0.19233417489098,0.0460179022263025,2077,2
"81",5.06847601560707e-05,5.05671333486344e-05,7.16758090429194e-05,2.59065871012164e-05,0.257401882028919,0.0527886160201974,2703,2
"82",3.98160431489557e-05,3.8781156759238e-05,9.63466834978196e-05,2.6883291255451e-05,0.22010557723204,0.0232958457654349,2121,2
"83",3.27059903603397e-05,3.10802157447785e-05,9.24756713334863e-05,2.79764746385127e-05,0.19497360569199,0.0190498049116364,1865,2
"84",3.03152398439293e-05,2.9413816846454e-05,5.68051411521689e-05,2.6477507459261e-05,0.219187514344733,0.0344273582740418,2210,2
"85",3.05064264402112e-05,2.9558296993344e-05,4.52337617626807e-05,2.40499196694974e-05,0.173858159283911,0.112577461556117,2496,2
"86",2.90386733991278e-05,2.87283681432178e-05,5.6680399357356e-05,2.1149873766353e-05,0.14011934817535,0.0541657103511591,1693,2
"87",3.03360110167546e-05,2.95586412669268e-05,3.46768418636677e-05,2.43520771172825e-05,0.207252696809731,0.0254762451227909,2028,2
"88",3.47142529263255e-05,3.36134955244434e-05,3.60531328896029e-05,2.60495753959146e-05,0.2419095708056,0.0363782419095708,2425,2
"89",3.44273582740418e-05,3.41232499426211e-05,7.42101216433326e-05,1.98402570576084e-05,0.15698875372963,0.0192793206334634,1536,2
"90",3.07933210924948e-05,2.95587560247877e-05,0.000105385930686252,2.49765893963737e-05,0.17282533853569,0.0205416571035116,1685,2
"91",3.44273582740418e-05,3.25285747073675e-05,7.87525820518706e-05,2.96887766812027e-05,0.220335092953867,0.0352306633004361,2227,2
"92",3.61487261877439e-05,3.62218269451457e-05,7.50229515721827e-05,2.26240532476475e-05,0.155382143676842,0.103052559100298,2252,2
"93",4.34166857929768e-05,4.34664907046133e-05,5.50837732384668e-05,2.09103741106266e-05,0.183383061739729,0.189465228368143,3249,2
"94",6.5794468671104e-05,6.23053706678907e-05,4.89155382143677e-05,4.42473031902685e-05,0.273238466834978,0.0842322699104889,3115,2
"95",4.75289189809502e-05,4.57137938948818e-05,7.36840716089052e-05,4.45337388111086e-05,0.186825797567133,0.0191645627725499,1795,2
"96",4.48511590543952e-05,4.44810649529493e-05,5.4031787927473e-05,3.01885471654808e-05,0.274845076887767,0.0473949965572642,2808,2
"97",5.02065641496442e-05,4.97700252467294e-05,6.91894652283681e-05,1.86265779205876e-05,0.294927702547625,0.0655267385815928,3141,2
"98",3.85394767041542e-05,3.72365159513427e-05,9.59662611888914e-05,2.6049116364471e-05,0.149070461326601,0.0197383520771173,1471,2
"99",3.93045673628644e-05,3.91931374799174e-05,0.000100700022951572,1.52723204039477e-05,0.180858388799633,0.100872159742942,2455,2
"100",4.89633922423686e-05,4.89714252926325e-05,9.84048657333027e-05,1.68426669726876e-05,0.195891668579298,0.136332338765205,2895,2
"101",6.83557493688318e-05,6.48630938719302e-05,8.22763369290796e-05,3.72359421620381e-05,0.286091347257287,0.0981179710810191,3348,2
"102",5.766582510902e-05,5.65818223548313e-05,8.48252237778288e-05,3.15445260500344e-05,0.203924718843241,0.0294927702547625,2034,2
"103",4.73376176268074e-05,4.78865044755566e-05,9.40058526509066e-05,2.87602708285518e-05,0.224122102364012,0.0239843929309158,2162,2
"104",5.36492999770484e-05,5.31032820748221e-05,6.20170989212761e-05,1.27036952031214e-05,0.314207023181088,0.060706908423227,3267,2
"105",5.1258549460638e-05,5.07129905898554e-05,7.70312141381685e-05,2.59783107642874e-05,0.285058526509066,0.0736745467064494,3126,2
"106",4.94414734909341e-05,4.88285517557953e-05,0.000101943194858848,3.91103970621988e-05,0.0773467982556805,0.0138857011705302,795,2
"107",5.24061280697728e-05,5.11471195776911e-05,5.50359192104659e-05,3.48285517557953e-05,0.250860683956851,0.17879274730319,3744,2
"108",5.88134037181547e-05,5.77399586871701e-05,6.22561395455589e-05,1.8770599036034e-05,0.316731696121184,0.0767730089511132,3429,2
"109",5.80483130594446e-05,5.61462015148038e-05,7.64095708056002e-05,1.81284140463622e-05,0.320748221253156,0.0469359651136103,3204,2
"110",6.82809272435162e-05,6.47684186366766e-05,7.04804911636447e-05,2.77627955014919e-05,0.382258434702777,0.0703465687399587,3944,2
"111",5.26930227220565e-05,5.20876750057379e-05,4.67159742942392e-05,3.73259123249943e-05,0.395226072986,0.0854946063805371,4189,2
"112",3.86351847601561e-05,3.69467523525361e-05,8.37253844388341e-05,2.51917603855864e-05,0.17282533853569,0.0203121413816846,1683,2
"113",5.27886160201974e-05,5.16549231122332e-05,0.000101895455588708,2.6477507459261e-05,0.295386733991278,0.167775992655497,4036,2
"114",6.67508606839569e-05,6.33191416112004e-05,9.30494606380537e-05,2.20535919210466e-05,0.284714252926325,0.196235942162038,4191,2
"115",6.96198072067937e-05,6.592839109479e-05,8.9128643562084e-05,2.12684186366766e-05,0.37870094101446,0.0887078264861143,4073,2
"116",7.24887537296305e-05,6.81756942850585e-05,8.36776451686941e-05,3.74684415882488e-05,0.427128758319945,0.0778058296993344,4400,2
"117",7.1149873766353e-05,6.60020656414965e-05,9.58706678907505e-05,3.58274041771861e-05,0.381569887537296,0.0627725499196695,3872,2
"118",7.08629791140693e-05,6.64366536607758e-05,8.04260959375717e-05,3.68267156300207e-05,0.400390176727106,0.0652972228597659,4058,2
"119",5.8526509065871e-05,5.70877897635988e-05,5.24538673399128e-05,2.7549116364471e-05,0.426554969015378,0.100757401882029,4595,2
"120",5.42230892816158e-05,5.32500573789305e-05,5.77614184071609e-05,2.69767041542346e-05,0.384094560477393,0.225499196694974,5312,2
"121",5.18323387652054e-05,5.14349322928621e-05,8.74550149185219e-05,1.22049575395915e-05,0.253959146201515,0.130594445719532,3351,2
"122",6.3021230204269e-05,6.11467753041083e-05,8.3773238466835e-05,2.10527886160202e-05,0.407849437686482,0.0971999081937113,4401,2
"123",7.07673858159284e-05,6.67981409226532e-05,7.99957539591462e-05,3.93237319256369e-05,0.441588248795042,0.069198990130824,4451,2
"124",4.75289189809502e-05,4.64367684186367e-05,8.45860683956851e-05,3.77548772090888e-05,0.272894193252238,0.0292632545329355,2633,2
"125",5.26930227220565e-05,5.07134496212991e-05,5.09716548083544e-05,3.38985540509525e-05,0.438260270828552,0.0704613266008722,4433,2
"126",5.49881799403259e-05,5.44086527427129e-05,6.77071379389488e-05,2.61930227220565e-05,0.426210695432637,0.102593527656644,4608,2
"127",5.96740876750057e-05,5.88272894193252e-05,6.2112692219417e-05,1.84128987835667e-05,0.355978884553592,0.184989671792518,4714,2
"128",6.06303649299977e-05,5.95516410374111e-05,7.24887537296305e-05,8.56523984392931e-06,0.336470048198302,0.160775763139775,4333,2
"129",6.11085609364241e-05,6.02761074133578e-05,6.7563690612807e-05,2.01973835207712e-05,0.424374569658022,0.0761992196465458,4362,2
"130",6.11085609364241e-05,5.99863438145513e-05,5.61357585494606e-05,1.32741565297223e-05,0.471540050493459,0.07964195547395,4803,2
"131",6.22561395455589e-05,6.06380537066789e-05,7.26322010557723e-05,1.38446178563232e-05,0.416800550837732,0.0631168235024099,4182,2
"132",6.13954555887078e-05,6.00600183612577e-05,8.57815010328208e-05,2.17657792058756e-05,0.478425522148267,0.0797567133348634,4864,2
"133",5.88134037181547e-05,5.67248106495295e-05,9.9074248336011e-05,2.06248565526739e-05,0.391668579297682,0.079412439752123,4105,2
"134",5.97696809731467e-05,5.74511131512509e-05,0.000105864126692678,1.54865733302731e-05,0.287697957310076,0.103511590543952,3409,2
"135",6.45512967638283e-05,6.15102134496213e-05,9.95045903144365e-05,1.75555428046821e-05,0.340945604773927,0.181546935965114,4553,2
"136",6.62726646775304e-05,6.31755795271976e-05,9.04196694973606e-05,1.45594445719532e-05,0.36550378700941,0.0887078264861143,3958,2
"137",6.44557034656874e-05,6.18004360798715e-05,9.61575625430342e-05,3.18285517557953e-05,0.395340830846913,0.0778058296993344,4123,2
"138",6.31168235024099e-05,6.04955244434244e-05,9.98393389947211e-05,2.31227909111774e-05,0.380881340371815,0.0615102134496213,3855,2
"139",6.09172595822814e-05,5.86116593986688e-05,9.52011705301813e-05,1.24182924030296e-05,0.440670185907735,0.0843470277714023,4575,2
"140",6.15867569428506e-05,6.07117282533854e-05,8.25778058296993e-05,1.43462244663759e-05,0.459949506541198,0.104314895570347,4917,2
"141",6.91416112003672e-05,6.56386274959835e-05,7.19149644250631e-05,1.38455359192105e-05,0.407046132660087,0.259123249942621,5805,2
"142",6.933291255451e-05,6.592839109479e-05,8.60205416571035e-05,1.69850814780812e-05,0.353913243057149,0.180858388799633,4660,2
"143",7.24887537296305e-05,6.77411062657792e-05,9.29538673399128e-05,2.68352077117283e-05,0.394537525820519,0.0959375717236631,4274,2
"144",7.57401882028919e-05,6.94070461326601e-05,8.50164103741106e-05,2.37654349322929e-05,0.43986688088134,0.0756254303419784,4492,2
"145",7.58357815010328e-05,7.06382832224007e-05,7.99001606610053e-05,1.76994491622676e-05,0.486343814551297,0.0849208170759697,4978,2
"146",8.12867798944228e-05,7.51305944457195e-05,7.77484507688777e-05,2.29104888684875e-05,0.449736056919899,0.0869864585724122,4677,2
"147",7.82266467753041e-05,7.31016754647693e-05,7.50229515721827e-05,2.76198072067937e-05,0.436997934358504,0.0999540968556346,4679,2
"148",7.52619921964655e-05,7.02753041083314e-05,8.37253844388341e-05,2.64048657333027e-05,0.316387422538444,0.229630479687859,4758,2
"149",7.66008721597429e-05,7.06392012852881e-05,9.39579986229057e-05,2.45510672481065e-05,0.279205875602479,0.270254762451228,4788,2
"150",8.41557264172596e-05,7.70130823961441e-05,7.86091347257287e-05,1.50591002983704e-05,0.292517787468442,0.177759926554969,4098,2
"151",8.89373422079412e-05,8.32434014229975e-05,7.30625430341978e-05,1.2775877897636e-05,0.379733761762681,0.077232040394767,3982,2
"152",8.76941703006656e-05,8.27366307092036e-05,7.77005967408767e-05,2.37654349322929e-05,0.397176956621529,0.0588707826486114,3974,2
"153",8.20518705531329e-05,7.38974064723434e-05,3.50011475786091e-05,3.35422308928162e-05,0.485655267385816,0.0844617856323158,4968,2
"154",7.1149873766353e-05,6.73781271517099e-05,4.06434473261418e-05,2.90476245122791e-05,0.506541198072068,0.103052559100298,5312,2
"155",7.28712416800551e-05,6.82460408537985e-05,5.23582740417719e-05,1.41315125086068e-05,0.39855405095249,0.21448244204728,5342,2
"156",7.44013082396144e-05,7.07831076428735e-05,7.48795042460408e-05,1.59159972458113e-05,0.369635070002295,0.193366995639201,4906,2
"157",7.78440440670186e-05,7.13630938719302e-05,6.88547165480835e-05,1.39885242139087e-05,0.444686711039706,0.077232040394767,4548,2
"158",8.11911865962818e-05,7.52754188661923e-05,6.86156759238008e-05,2.15524443424375e-05,0.467064493917833,0.0875602478769796,4833,2
"159",8.90329355060822e-05,8.34609823272894e-05,7.13889143906358e-05,1.57008262565986e-05,0.427473031902685,0.0775763139775075,4401,2
"160",9.276256598577e-05,8.69381455129676e-05,6.52206793665366e-05,1.7200252467294e-05,0.38466834978196,0.0646086756942851,3915,2
"161",8.66421849896718e-05,8.0708285517558e-05,6.94285058526509e-05,1.61296763828322e-05,0.432751893504705,0.0935276566444802,4586,2
"162",8.31994491622676e-05,7.78101904980491e-05,7.51185448703236e-05,1.77702547624512e-05,0.371471195776911,0.198416341519394,4966,2
"163",7.94698186825798e-05,7.38266008721597e-05,8.58293550608217e-05,1.8770599036034e-05,0.343470277714023,0.168349781960064,4460,2
"164",7.28712416800551e-05,6.90445260500344e-05,5.6757287124168e-05,3.50413128299289e-05,0.477048427817305,0.0990360339683268,5020,2
"165",6.933291255451e-05,6.7884553591921e-05,5.81917603855864e-05,3.09023410603626e-05,0.4778517328437,0.0834289648840946,4891,2
"166",7.19149644250631e-05,6.74493917833372e-05,5.41274959834749e-05,1.9269221941703e-05,0.506196924489328,0.0882487950424604,5180,2
"167",7.2106151021345e-05,6.83206334633923e-05,7.89916226761533e-05,2.36941703006656e-05,0.369749827863209,0.0625430341978426,3767,2
"168",7.44970162956163e-05,6.88986688088134e-05,8.44426210695433e-05,1.64137020885931e-05,0.456851044296534,0.0990360339683268,4844,2
"169",7.99480146890062e-05,7.38987835666743e-05,7.69356208400275e-05,1.37030066559559e-05,0.380078035345421,0.207367454670645,5119,2
"170",8.02349093412899e-05,7.41159054395226e-05,7.6505278861602e-05,1.17053018131742e-05,0.356323158136332,0.188088134037182,4744,2
"171",7.28712416800551e-05,6.83206334633923e-05,8.56380537066789e-05,1.78419784255221e-05,0.379963277484508,0.0802157447785173,4010,2
"172",7.81309387193023e-05,7.31748909800321e-05,8.84114069313748e-05,1.96264631627266e-05,0.466031673169612,0.0888225843470278,4835,3
"173",8.41557264172596e-05,7.96223318797338e-05,8.11911865962818e-05,1.97684186366766e-05,0.441358733073215,0.0758549460638054,4507,3
"174",8.35819371126922e-05,7.96227909111774e-05,8.07129905898554e-05,2.74046362175809e-05,0.464080789534083,0.0856093642414505,4790,3
"175",8.31038558641267e-05,7.53480605921506e-05,6.5794468671104e-05,2.54791140693137e-05,0.461556116593987,0.111200367225155,4991,3
"176",7.97567133348634e-05,7.38252237778288e-05,5.54662611888914e-05,2.40499196694974e-05,0.392471884324076,0.204498508147808,5202,3
"177",7.80353454211614e-05,7.31729400963966e-05,5.89089970162956e-05,1.08484392930916e-05,0.388455359192105,0.220335092953867,5305,3
"178",7.8322240073445e-05,7.31012164333257e-05,7.55488868487491e-05,1.23465687399587e-05,0.442276795960523,0.0980032132201056,4708,3
"179",8.53990130823961e-05,7.94764746385127e-05,7.27756483819142e-05,1.65576084461786e-05,0.449391783337159,0.0840027541886619,4648,3
"180",8.35819371126922e-05,7.51305944457195e-05,5.71398898324535e-05,3.00460179022263e-05,0.502295157218269,0.0973146660546247,5225,3
"181",7.99480146890062e-05,7.31016754647693e-05,4.98240761992197e-05,2.12660087215974e-05,0.515033279779665,0.117856323158136,5515,3
"182",8.29125545099839e-05,7.48407160890521e-05,4.54728023869635e-05,1.17750745926096e-05,0.472343355519853,0.142988294698187,5362,3
"183",8.47295157218269e-05,7.65788386504476e-05,5.10193940784944e-05,1.3204268992426e-05,0.334519164562773,0.252926325453294,5119,3
"184",8.22431719072757e-05,7.67242368602249e-05,7.8322240073445e-05,2.62632545329355e-05,0.27163185678219,0.261877438604544,4649,3
"185",8.33907505164104e-05,7.63618315354602e-05,7.32059903603397e-05,9.35037870094102e-06,0.341748909800321,0.351732843699793,6043,3
"186",8.56859077346798e-05,7.99102593527657e-05,6.77549919669497e-05,1.44890980032132e-05,0.417030066559559,0.11831535460179,4665,3
"187",8.26256598577002e-05,7.8681776451687e-05,8.53033050263943e-05,1.7200252467294e-05,0.441243975212302,0.0899701629561625,4629,3
"188",8.60683956851044e-05,7.88238466834978e-05,7.4736056919899e-05,1.82694514574248e-05,0.440440670185908,0.0865274271287583,4592,3
"189",8.13824879504246e-05,7.69431948588478e-05,8.69769336699564e-05,2.58353224695892e-05,0.384209318338306,0.079412439752123,4040,3
"190",8.41557264172596e-05,7.62173513885701e-05,6.99067018590773e-05,1.9269221941703e-05,0.384209318338306,0.228138627495983,5336,3
"191",8.57815010328208e-05,7.91857929768189e-05,6.63682579756713e-05,2.10547394996557e-05,0.360110167546477,0.200022951572183,4881,3
"192",8.75028689465228e-05,8.37507459260959e-05,7.2966834978196e-05,3.24003901767271e-05,0.385930686252008,0.0829699334404407,4086,3
"193",9.11369061280698e-05,8.48376176268074e-05,6.41688088134037e-05,2.29807206793665e-05,0.412669267844847,0.0759697039247188,4258,3
"194",8.56859077346798e-05,7.91145283451916e-05,7.24887537296305e-05,1.67699104888685e-05,0.41243975212302,0.0858388799632775,4342,3
"195",7.81309387193023e-05,7.28831764975901e-05,5.46534312600413e-05,2.76184301124627e-05,0.481523984392931,0.101904980491164,5084,3
"196",7.61226761533165e-05,7.16514803764058e-05,6.78505852650907e-05,2.09815239843929e-05,0.484278173054854,0.151250860683957,5538,3
"197",7.88004360798715e-05,7.32456965802157e-05,6.71333486343815e-05,2.39088822584347e-05,0.402226302501721,0.277484507688777,5923,3
"198",8.25300665595593e-05,7.68686022492541e-05,6.933291255451e-05,2.81194629332109e-05,0.378241909570806,0.230204268992426,5302,3
"199",8.56859077346798e-05,8.07809272435162e-05,7.4736056919899e-05,2.4765205416571e-05,0.41507918292403,0.0965113610282304,4458,3
"200",8.9128643562084e-05,8.57790911177416e-05,7.46404636217581e-05,1.49873766352995e-05,0.434817535001148,0.0862979114069314,4541,3
"201",8.81722515492311e-05,8.5706908423227e-05,8.11433325682809e-05,1.30613954555887e-05,0.423226991048887,0.0739040624282763,4332,3
"202",9.35276566444801e-05,9.48325682809272e-05,7.93263713564379e-05,2.54786550378701e-05,0.361716777599266,0.0725269680973147,3784,3
"203",9.73528804223089e-05,9.64994262106954e-05,6.6607413357815e-05,1.52742712875832e-05,0.32419095708056,0.0644939178333716,3387,3
